Time,LA,LD,RPM,Gear,TPS,HP,Speed,Distance,Ticks
0.016666666666666666,0.0,0.0,2400,1,0.0,76.77075399847678,0.0,0.0,1
0.03333333333333333,0.0,0.0,2400,1,1.0,76.77075399847678,10.508076386435437,0.0,2
0.05,0.29334790609940087,-0.006041554514475401,2465.619549996222,1,1.0,82.56649387648172,10.795382738020363,4.997862378713131e-05,3
0.06666666666666667,0.30709744723552695,-0.006072343901919937,2534.3724046036796,1,1.0,88.85006277105006,11.09640784135397,0.00010135088231191821,4
0.08333333333333333,0.3215035229051372,-0.006105494372167987,2606.40797425906,1,1.0,95.66537442548723,11.41180586988694,0.00015418331689472813,5
0.1,0.33659743970733963,-0.006141205675336386,2681.882774071192,1,1.0,103.06045178496424,11.742262103918943,0.00020854564144990844,6
0.11666666666666667,0.35241199291316855,-0.0061796955899277575,2760.960759709785,1,1.0,111.0878192752654,12.088494401242183,0.0002645108933075111,7
0.13333333333333333,0.3689815368457683,-0.006221201610869159,2843.813678983157,1,1.0,119.80493286645608,12.451254736477082,0.0003221555911615717,8
0.15,0.3863420585479586,-0.006265982798538337,2930.621439819014,1,1.0,129.27465156986725,12.831330812226502,0.00038155990047743514,9
0.16666666666666666,0.40453125488679864,-0.006314321804244811,3021.5724953929757,1,1.0,140.09322418868626,13.229547745309056,0.0004428078067057178,10
0.18333333333333332,0.4251895089059363,-0.006366527089119852,3117.229884946968,1,1.0,153.754370480137,13.648370727125872,0.0005059947082201894,11
0.2,0.45233174358389594,-0.006423155168343505,3219.0735119669225,1,1.0,168.92133959412288,14.094279315541424,0.0005712460013476959,12
0.21666666666666667,0.4812292875992485,-0.006485385121626923,3327.5030022033175,1,1.0,185.77454194143064,14.569023218019046,0.0006386951829125989,13
0.23333333333333334,0.5119955324626067,-0.006553837937391406,3442.943737714759,1,1.0,204.51712335098145,15.074464912544261,0.000708484372322526,14
0.25,0.5447511778890302,-0.006629209247504825,3565.848508982582,1,1.0,225.3779088426262,15.612586881185786,0.0007807648671428306,15
0.26666666666666666,0.5796247005760494,-0.00671227874492149,3696.699271941409,1,1.0,248.61473250380322,16.185499303016915,0.0008556977342864274,16
0.2833333333333333,0.6167528527509939,-0.006803920820118226,3836.0090164464814,1,1.0,268.49097651073754,16.79544823494779,0.0009334544390778524,17
0.3,0.6418721068557146,-0.006905116575864297,3981.032779181859,1,1.0,271.31295375006283,17.43041522522764,0.0010141508058613138,18
0.31666666666666665,0.6249901952949689,-0.007014439504175731,4122.1758161522075,1,1.0,274.5678283984966,18.048390981018436,0.001097708171514177,19
0.3333333333333333,0.6108316982197376,-0.007124732041974579,4260.059922200102,1,1.0,282.8572075194811,18.6520979471962,0.0011840604768252705,20
0.35,0.6089056023248074,-0.007236188113500724,4397.478660035998,1,1.0,291.0609829661089,19.253767361407508,0.0012731982886836385,21
0.36666666666666664,0.606986007134189,-0.0073509162776308964,4534.432767061092,1,1.0,299.1797827644721,19.853402452264067,0.0013651121889256019,22
0.3833333333333333,0.6050729023471642,-0.007468880177394735,4670.922986627716,1,1.0,307.2142320839742,20.451006474433836,0.0014597927744553882,23
0.4,0.6031662775798823,-0.007590043664136226,4806.950067972781,1,1.0,315.1649532315522,21.046582708349582,0.001557230657364414,24
0.4166666666666667,0.6012661223662925,-0.007714370797572349,4942.514766151394,1,1.0,323.03256564618374,21.640134459918304,0.0016574164650492208,25
0.43333333333333335,0.599372426159069,-0.007841825845834573,5077.61784197071,1,1.0,330.8176858936774,22.23166506023154,0.0017603408403280706,26
0.45,0.5974851783305363,-0.007972373285493387,5212.260061923971,1,1.0,338.52092766174314,22.82117786527658,0.0018659944415562028,27
0.4666666666666667,0.5956043681735904,-0.008105977801566022,5346.442198124749,1,1.0,346.14290175533927,23.408676255648604,0.001974367942739761,28
0.48333333333333334,0.593729984902617,-0.00824260428750763,5480.165028241415,1,1.0,353.6842160922947,23.994163636263714,0.0020854520336483894,29
0.5,0.5918620176544068,-0.008382217845186052,5613.429335431816,1,1.0,361.1454756992017,24.577643436072936,0.0021992374199265047,30
0.5166666666666666,0.5900004554890693,-0.008524783784840385,5746.235908278167,1,1.0,368.5272827075779,25.159119107777165,0.0023157148232032508,31
0.5333333333333333,0.5881452873909401,-0.00867026762502355,5878.585540722166,1,1.0,375.83023635029383,25.73859412754308,0.0024348749812011356,32
0.55,0.5862965022694888,-0.008818635092529056,6010.479032000339,1,1.0,383.05493295826426,26.31607199472004,0.002556708647843358,33
0.5666666666666667,0.5844540889602226,-0.008969852122302141,6141.9171865796025,1,1.0,390.20196595739844,26.89155623155796,0.00268120659335983,34
0.5833333333333334,0.5826180362255847,-0.009123884857335474,6272.900814093057,1,1.0,397.2719258658088,27.465050382926208,0.0028083596043918958,35
0.6,0.5807883327558525,-0.009280699648549636,6403.430729276021,1,1.0,404.2654002912737,28.03655801603351,0.0029381584840957545,36
0.6166666666666667,0.5789649671700308,-0.009440263054658555,6533.507751902288,1,1.0,411.18297392895226,28.606082720148883,0.0030705940522445917,37
0.6333333333333333,0.5771479280167423,-0.009602541842020062,6663.132706720626,1,1.0,410.65644191096845,29.173628106323605,0.003205657145329423,38
0.65,0.565195382622107,-0.009767502984471842,6789.990074530693,1,1.0,402.07419127243975,29.72905598596124,0.0033432916637829474,39
0.6666666666666666,0.5430445830861756,-0.009932079724268334,6911.750705212841,1,1.0,114.81454193842812,30.262168489323145,0.003483394295677962,40
0.6833333333333333,0.1523376529843629,-0.010092963514439885,3914.48308591378,2,1.0,270.08427295492226,30.404413178793067,0.003624155467802004,41
