rally_Time,rally_LA,rally_LD,rally_RPM,rally_Gear,rally_TPS,rally_HP,rally_Speed,rally_Distance,rally_Ticks,econobox_Time,econobox_LA,econobox_LD,econobox_RPM,econobox_Gear,econobox_TPS,econobox_HP,econobox_Speed,econobox_Distance,econobox_Ticks
0.016666666666666666,0.0,0.0,1000,1,0.0,15.232292460015232,0.0,0.0,1,0.016666666666666666,0.0,0.0,800,1,0.0,3.0464584920030466,0.0,0.0,1
0.03333333333333333,0.0,0.0,1000,1,1.0,15.232292460015232,4.3783651610147665,0.0,2,0.03333333333333333,0.0,0.0,800,1,1.0,3.0464584920030466,3.502692128811813,0.0,2
0.05,0.2043386642706559,-0.005544417650575714,1045.4037612920358,1,1.0,16.28539821337069,4.577159407634847,2.1190552813124293e-05,3,0.05,0.05108466606766399,-0.005523421622368458,810.4059946509204,1,1.0,3.2466542150722666,3.5482533732571087,1.642709895026439e-05,3
0.06666666666666667,0.20897753623829507,-0.005549833985714821,1091.8657841639317,1,1.0,17.395557309915073,4.780587109887427,4.3322900544084605e-05,4,0.06666666666666667,0.05374259987688483,-0.005524398980259231,821.4188268664612,1,1.0,3.4630158608300965,3.596471574153734,3.3077430312087234e-05,4
0.08333333333333333,0.213724530084773,-0.005555625499020819,1139.4106775043276,1,1.0,18.565631146345762,4.988756014473179,6.641899320368265e-05,5,0.08333333333333333,0.05655553415783538,-0.005525447091078998,833.0738819361324,1,1.0,3.697025201874668,3.6475016612204905,4.996401207699691e-05,5
0.1,0.21858216008380665,-0.0055618126670158915,1188.0636197745469,1,1.0,19.798619835539572,5.201776361889969,9.050129117539547e-05,6,0.1,0.05953250713900729,-0.00552657173187737,845.4086081229754,1,1.0,3.9503151145209685,3.7015075966276205,6.71006213206433e-05,6
0.11666666666666667,0.22355299870197362,-0.005568416995252823,1237.8503720645726,1,1.0,21.097668817098047,5.41976094359669,0.00011559277702538016,7,0.11666666666666667,0.06268308398046202,-0.0055277792147382454,858.4626368902966,1,1.0,4.224686153893056,3.758662901393344,8.450183845672359e-05,7
0.13333333333333333,0.22863967793263257,-0.005575461068175244,1288.797291442297,1,1.0,22.46607577967477,5.642825160461147,0.00014171696758307064,8,0.13333333333333333,0.06601738748254346,-0.005529076441757891,872.2779101295816,1,1.0,4.52212502708076,3.8191512124341296,0.00010218309406984456,8
0.15,0.233844890659807,-0.005582968601348294,1340.9313446023477,1,1.0,23.907297909668,5.8710870825196055,0.00016889792629843918,9,0.15,0.06954613058285548,-0.005530470966081976,886.8988147966417,1,1.0,4.844825186780325,3.883166872050903,0.00012016071847748763,9
0.16666666666666666,0.23917139205267712,-0.005590964496171044,1394.2801218209133,1,1.0,25.424959481537353,6.104667510076111,0.0001971602758821249,10,0.16666666666666666,0.07328065074547503,-0.005531971059697064,902.3723253866254,1,1.0,5.195209794205837,3.950915551736681,0.00013845199417997225,10
0.18333333333333332,0.24462200099133433,-0.005599474897187113,1448.8718512231155,1,1.0,27.022859805710688,6.343690036170258,0.00022652921123476498,11,0.18333333333333332,0.077232946352394,-0.005533585788753693,918.7481547034799,1,1.0,5.575957329568956,4.022614912300321,0.0001570752113665478,11
0.2,0.25019960152446996,-0.005608527252115406,1504.7354133696008,1,1.0,28.704981550785867,6.588281110442613,0.0002570305126719993,12,0.2,0.08141571521355684,-0.005535325097289443,936.0789134058173,1,1.0,5.9900301614532605,4.098495302416588,0.0001760497266555135,12
0.21666666666666667,0.2559071443596767,-0.005618150374728455,1561.90035616915,1,1.0,30.475499457505464,6.838570104427561,0.00028869055945175654,13,0.21666666666666667,0.08584239531859766,-0.005537199900322465,954.4202788390429,1,1.0,6.440706423377201,4.178800497834864,0.00019539602525660082,13
0.23333333333333334,0.2617476483870608,-0.005628374510711846,1620.3969101242315,1,1.0,32.338789462790466,7.09468937830391,0.00032153634361057096,14,0.23333333333333334,0.09052720796050429,-0.005539222187400192,973.8311736930954,1,1.0,6.931615587216574,4.263788483607968,0.00021513578675478586,14
0.25,0.26772420223686977,-0.00563923140664434,1680.256003916555,1,1.0,34.29943825296409,7.3567743491341355,0.0003555954841158216,15,0.25,0.09548520336897334,-0.005541405137815663,994.3739550563363,1,1.0,7.4667781694702775,4.353732281839125,0.0002352919547262633,15
0.26666666666666666,0.2738399658718574,-0.005650754382244787,1741.5092803398163,1,1.0,36.362253266180666,7.6249635606237485,0.00039089624134093157,16,0.26666666666666666,0.10073230899918433,-0.005543763248846921,1016.1146144691013,1,1.0,7.7991535200476205,4.448920827589463,0.00025588881040954786,16
0.2833333333333333,0.2800981722151227,-0.0056629784060386636,1804.189112586946,1,1.0,38.532273164997854,7.899398754432832,0.0004274675318707132,17,0.2833333333333333,0.10296510151099236,-0.005546312478534814,1038.3646519716558,1,1.0,8.054980651762332,4.54633961662192,0.0002769366790050197,17
0.3,0.28650212881416626,-0.005675940174604177,1868.3286208993309,1,1.0,40.81477880099715,8.180224943072394,0.0004653389436441965,18,0.3,0.104063849388943,-0.005548978521578456,1060.8650299082765,1,1.0,8.317392696870137,4.644854487489285,0.00029844063496561825,18
0.31666666666666665,0.2930552195419309,-0.005689678195565207,1933.9616895855809,1,1.0,43.2153046943663,8.46759048441876,0.0005045407514424315,19,0.31666666666666665,0.10517495953912191,-0.005551733285700846,1083.6185515058974,1,1.0,8.586547459576956,4.744477713742706,0.00032040580956627893,19
0.3333333333333333,0.29976090633559727,-0.005704232874506156,2001.1229844175857,1,1.0,45.7216800590731,8.761647157879851,0.0005451039327289124,20,0.3333333333333333,0.1062985703900438,-0.005554579096315684,1106.6280510768238,1,1.0,8.862606403002555,4.845221705036434,0.0003428373915340402,20
0.35,0.3065022596775866,-0.0057196466059917395,2069.8204552794914,1,1.0,47.23713309605296,9.062429770951447,0.0005870596261129468,21,0.35,0.10743482190527646,-0.0055575183348688575,1129.8963943565323,1,1.0,9.145734732478976,4.947099008606842,0.00036574062768499776,21
0.36666666666666664,0.3061513209417194,-0.005735957225767787,2138.434047948935,1,1.0,48.747148056133554,9.362845134667397,0.0006304061313660366,22,0.36666666666666664,0.10858385560012176,-0.005560553440137146,1153.426478844987,1,1.0,9.436101480720515,5.0501223107668265,0.0003891208235681775,22
0.3833333333333333,0.30580081069479725,-0.005752797408650652,2206.963739341008,1,1.0,50.25173758277854,9.662893147953543,0.0006751417477917474,23,0.3833333333333333,0.10974581455847049,-0.005563686909556319,1177.2212341515017,1,1.0,9.733879594906691,5.154304438415741,0.0004129833441163985,23
0.4,0.30545072905474874,-0.005770165134764099,2275.409506859067,1,1.0,51.75091431887186,9.962573711873528,0.0007212647742356064,24,0.4,0.11092084344983241,-0.005566921300579354,1201.2836223431789,1,1.0,10.039246025720624,5.259658360564994,0.0004373336143041994,24
0.4166666666666667,0.3051010761370082,-0.005788058386086248,2343.7713283937405,1,1.0,53.244690906554204,10.26188672962445,0.0007687735090949789,25,0.4166666666666667,0.11210908854654268,-0.005570259232065384,1225.616638296966,1,1.0,10.352381818386172,5.366197189879471,0.0004621771198129006,25
0.43333333333333335,0.30475185205452066,-0.005806475146471012,2412.0491823219318,1,1.0,54.73307998706012,10.5608321065325,0.0008176662503289257,26,0.43333333333333335,0.11331069774114708,-0.005573703385700116,1250.2233100553528,1,1.0,10.673472205748041,5.473934184234918,0.0004875194077028771,26
0.45,0.3044030569177469,-0.005825413401669444,2480.243047505821,1,1.0,56.21609420055594,10.859409750048577,0.0008679412954680395,27,0.45,0.11452582056396712,-0.005577256507448359,1275.1066991857529,1,1.0,11.002706703440154,5.5828827482914365,0.0005133660870931153,27
0.4666666666666667,0.30405469083466863,-0.00584487113935095,2548.3529032918564,1,1.0,57.69374618597832,11.157619569743895,0.0009195969416242612,28,0.4666666666666667,0.11575460820084672,-0.005580921409039435,1300.269901143598,1,1.0,11.340279207188502,5.6930564350832435,0.0005397228298481303,28
0.48333333333333334,0.30370675391079405,-0.005864846349124383,2616.37872950975,1,1.0,59.166048580873365,11.455461477305565,0.0009726314855006759,29,0.48333333333333334,0.11699721351108278,-0.00558470096948616,1325.7160456391784,1,1.0,11.686388092295603,5.80446894762484,0.0005665953712723193,29
0.5,0.3033592462491623,-0.0058853370225590215,2684.320506471464,1,1.0,60.63301402123668,11.752935386532169,0.0010270432234012878,30,0.5,0.11825379104554017,-0.005588598136638163,1351.4482970082693,1,1.0,12.041236315354954,5.917134140533742,0.0005939895108118274,30
0.5166666666666666,0.30301216795034885,-0.005906341153205426,2752.1782149701953,1,1.0,62.094655141353996,12.050041213329312,0.0010828304512407753,31,0.5166666666666666,0.11952449706495402,-0.005592615928770297,1377.4698545865726,1,1.0,12.405031518244682,6.0310660216699254,0.0006219111127640029,31
0.5333333333333333,0.3026655191124715,-0.005927856736616177,2819.9518362793606,1,1.0,63.55098457364243,12.346778875705168,0.001139991464554225,32,0.5333333333333333,0.12080948955842055,-0.005596757436206925,1403.7839530880124,1,1.0,12.777986134450773,6.1462787537921395,0.0006503661069945221,32
